Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Well;Condition;Color;Generation;Original_cell;Culture_time;Culture_condition;Experiment;Well_experiment;Family;Class;Cell_color;Cell_rank
export_D4 ST-HSC SC2_Vi3.csv.3;91892,32031;64374,78125;0,577503;90,046791;125,85695600000001;274,72399900000005;4803,022461;145,795624;43,863346;1,358295;444,543579;2,434617;61,162193;D4;SC2;Vi;3;ST-HSC;48h;P;TT22;D4_TT22;D4Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_D4 ST-HSC SC2_Vi3.csv.4;125099,1875;94736,32813;11,000539999999999;105,501999;87,828049;653,286194;4881,969727000001;21,966335;46,504604;58,965618000000006;538,391174;3,344621;126,777374;D4;SC2;Vi;3;ST-HSC;48h;P;TT22;D4_TT22;D4Vi48hST-HSCTT22;GMP;aqua;5
export_D4 ST-HSC SC2_Vi3.csv.5;99392,30469;75248,125;6,222726000000001;49,775894;72,339935;401,79205299999995;4609,79834;149,17451499999999;75,70590200000001;9,444154;547,572266;3,152043;137,48996;D4;SC2;Vi;3;ST-HSC;48h;P;TT22;D4_TT22;D4Vi48hST-HSCTT22;GMP;aqua;5
export_D4 ST-HSC SC2_Vi3.csv.6;90122,90625;70424,39844;1,311393;49,049805;55,992332;518,761353;4326,84375;26,476202;58,640797;12,29957;487,28439299999997;2,654411;188,679672;D4;SC2;Vi;3;ST-HSC;48h;P;TT22;D4_TT22;D4Vi48hST-HSCTT22;GMP;aqua;5
export_D4 ST-HSC SC2_Vi3.csv.7;129286,5469;82657,94531;1,480984;79,963181;191,876709;240,549835;4250,338867;82,203941;39,887318;8,377253999999999;486,19467199999997;2,68628;223,770477;D4;SC2;Vi;3;ST-HSC;48h;P;TT22;D4_TT22;D4Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_D5 HSC SC2_CF1.csv.1;97201,04688;65605,25;7467,36377;732,440369;39,690331;139,542023;37,428371000000006;-32,816879;13,07962;3297,918457;427,382904;3,851164;44,957207000000004;D5;SC2;CF;1;SLAM-HSC;48h;P;TT22;D5_TT22;D5CF48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_D5 HSC SC2_CF1.csv.2;97359,30469;61026,55859;7912,426758;588,973145;98,62344399999999;124,65061999999999;17,645384;-6,682239999999999;9,001449000000001;3769,309814;563,993225;3,6380220000000003;127,471321;D5;SC2;CF;1;SLAM-HSC;48h;P;TT22;D5_TT22;D5CF48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_D5 HSC SC2_CV2.csv.1;113431,3984;73558,85938;4619,659668;76,691963;196,667816;96,755569;4715,21582;58,879985999999995;57,869305000000004;881,471191;501,22030599999994;5,188828;102,942596;D5;SC2;CV;2;SLAM-HSC;48h;P;TT22;D5_TT22;D5CV48hSLAM-HSCTT22;ST-HSC;#deff19;2
export_D5 HSC SC2_CV2.csv.2;142673,0781;101821,2031;4666,573242;534,639404;159,800781;82,419289;4935,205566;125,81903799999999;68,638847;270,378754;663,3526;5,205935;177,73071299999998;D5;SC2;CV;2;SLAM-HSC;48h;P;TT22;D5_TT22;D5CV48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_D5 HSC SC2_CV2.csv.3;151370,4688;88698,21094;4863,979492;267,664276;112,46356999999999;19,324282;5047,780272999999;141,393723;50,710910999999996;657,7138669999999;383,78182999999996;5,225585;187,235764;D5;SC2;CV;2;SLAM-HSC;48h;P;TT22;D5_TT22;D5CV48hSLAM-HSCTT22;ST-HSC;#deff19;2
export_D6 HSC SC2_VC0.csv;101373,2578;47793,66406;8605,776367;315,32379199999997;217,01687599999997;410,795166;27512,54297;-139,905396;-4,1184970000000005;5424,858886999999;525,929382;5,921539;129,778595;D6;SC2;VC;0;SLAM-HSC;48h;P;TT22;D6_TT22;D6VC48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_D6 HSC SC2_Vi1.csv;105893,2422;85745,0;0,47248100000000004;321,436188;138,999588;69,16664899999999;15232,16113;18,567583;68,937241;1629,59436;459,75;2,727414;206,755539;D6;SC2;Vi;1;SLAM-HSC;48h;P;TT22;D6_TT22;D6Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_D7 MPP SC3_CV5.csv;116963,6563;74336,96875;601,747437;141,665955;75,36009200000001;9684,232422;750,88324;-322,94986;22,702092999999998;-11,805925;187,004822;3,998679;80,664688;D7;SC3;CV;5;MPP;48h;P+ILs;TT22;D7_TT22;D7CV48hMPPTT22;GMP;aqua;5
export_D7 MPP SC3_VC2.csv.1;108262,4766;115002,2656;3299,324219;638,7917480000001;491,86843899999997;295,912323;9887,296875;-23,851206;51,935009;4920,902344;234,931488;5,312849;3,8902699999999997;D7;SC3;VC;2;MPP;48h;P+ILs;TT22;D7_TT22;D7VC48hMPPTT22;SLAM+ Flt3+;seagreen;4
export_D7 MPP SC3_VC2.csv.2;102917,4219;105663,0781;3706,125244;-24,684732;917,762817;304,730804;10863,50488;-94,87841800000001;73,268349;4153,864258;145,168991;5,37747;152,190765;D7;SC3;VC;2;MPP;48h;P+ILs;TT22;D7_TT22;D7VC48hMPPTT22;MPP;Limegreen;3
export_D7 MPP SC3_Vi2.csv;101667,3281;58683,109379999994;5,370419999999999;187,19278;1218,507202;334,639008;6817,898437999999;19,680067;59,2631;471,88912999999997;237,00666800000002;3,226994;30,106453000000002;D7;SC3;Vi;2;MPP;48h;P+ILs;TT22;D7_TT22;D7Vi48hMPPTT22;MPP;Limegreen;3
export_D9 ST-HSC SC3_CV6.csv;84905,44531;93971,8125;435,620087;199509,4531;18054,24805;4893,437988000001;226,32077;37544,53906;-4902,63916;24620,58008;360,085754;3,5311730000000003;111,097191;D9;SC3;CV;6;ST-HSC;48h;P+ILs;TT22;D9_TT22;D9CV48hST-HSCTT22;SLAM+ Flt3+;seagreen;4
export_D9 ST-HSC SC3_VC2.csv;123870,7422;87066,64844;2620,232178;-37,332489;177,265839;157,911148;7937,618651999999;-86,124252;44,786381;5186,866699;230,83879100000001;5,174629;120,487976;D9;SC3;VC;2;ST-HSC;48h;P+ILs;TT22;D9_TT22;D9VC48hST-HSCTT22;ST-HSC;#deff19;2
export_E1 MPP SC2_VC1.csv;113816,625;68492,49219;4771,665527;32,239799;428,89526399999994;310,74850499999997;14466,33887;92,16387900000001;54,862705000000005;39,456711;622,893188;5,54303;44,710938;E1;SC2;VC;1;MPP;48h;P;TT22;E1_TT22;E1VC48hMPPTT22;GMP;aqua;5
export_E1 MPP SC2_Vi1.csv.1;124427,3359;103538,1484;10,313576;153,874954;829,138;45,25489;30013,98242;88,830139;78,453064;498,17138700000004;491,54049699999996;3,882535;33,460934;E1;SC2;Vi;1;MPP;48h;P;TT22;E1_TT22;E1Vi48hMPPTT22;MPP;Limegreen;3
export_E1 MPP SC2_Vi1.csv.2;112085,9609;69121,63281;21,019835;12,362391;721,245178;258,92681899999997;27718,195310000003;54,85430899999999;99,32223499999999;676,375671;492,845795;4,0767489999999995;74,983719;E1;SC2;Vi;1;MPP;48h;P;TT22;E1_TT22;E1Vi48hMPPTT22;MPP;Limegreen;3
export_E10 ST-HSC SC3_CF1.csv;129922,5078;101381,4531;6950,549805;70,05835;470,46755999999993;169,893448;104,052826;-335,76122999999995;10,317718;9108,327148;212,537659;4,143132;149,29650900000001;E10;SC3;CF;1;ST-HSC;48h;P+ILs;TT22;E10_TT22;E10CF48hST-HSCTT22;MPP;Limegreen;3
export_E10 ST-HSC SC3_CV6.csv;70910,38281;73854,84375;548,700745;192672,1875;24281,13477;4949,674316;271,372803;45997,83203;-5253,452636999999;36105,875;189,616348;3,6577940000000004;77,05765500000001;E10;SC3;CV;6;ST-HSC;48h;P+ILs;TT22;E10_TT22;E10CV48hST-HSCTT22;SLAM+ Flt3+;seagreen;4
export_E11 HSC SC3_CV1.csv.1;87798,27344;97797,47656;7024,686523;453,72686799999997;140,816986;418,119812;7094,322754000001;64,68985;47,073376;3576,6354979999996;484,29061900000005;5,442981;26,625996;E11;SC3;CV;1;SLAM-HSC;48h;P+ILs;TT22;E11_TT22;E11CV48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E11 HSC SC3_CV1.csv.2;150985,3906;108691,6563;6537,811035;1173,185425;154,977936;340,455688;7347,038086;111,056473;62,93346;3616,4326170000004;447,99548300000004;5,431672;159,741287;E11;SC3;CV;1;SLAM-HSC;48h;P+ILs;TT22;E11_TT22;E11CV48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E11 HSC SC3_Vi1.csv.1;151672,1875;99744,48438;-0,5474399999999999;2389,723389;73,583908;224,808304;16829,66602;76,64048000000001;24,219275;554,755554;381,306152;0,0;131,64851399999998;E11;SC3;Vi;1;SLAM-HSC;48h;P+ILs;TT22;E11_TT22;E11Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E11 HSC SC3_Vi1.csv.2;99885,21094;85283,09375;0,848;1048,085327;123,60803200000001;197,114868;13443,24414;37,187214000000004;46,892159;322,951019;302,59997599999997;2,868661;160,85038799999998;E11;SC3;Vi;1;SLAM-HSC;48h;P+ILs;TT22;E11_TT22;E11Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E12 HSC SC3_CF2.csv.1;134076,5625;106797,1797;3626,540283;594,0665280000001;105,843102;62,85535;70,14296;211,20385699999997;64,759033;49,195202;501,574921;3,822249;75,315865;E12;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT22;E12_TT22;E12CF48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_E12 HSC SC3_CF2.csv.2;134183,5469;114074,0078;3779,4433590000003;570,2193599999999;104,127434;130,50563;71,20644399999999;124,13529199999999;65,34491;13,490466;421,91046100000005;3,839552;121,201378;E12;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT22;E12_TT22;E12CF48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_E12 HSC SC3_CF3.csv.1;132010,875;67394,04688;2056,143799;138,934189;92,11835500000001;101,668152;57,579777;93,318497;56,582218000000005;25,096146;310,856842;3,5873809999999997;91,392174;E12;SC3;CF;3;SLAM-HSC;48h;P+ILs;TT22;E12_TT22;E12CF48hSLAM-HSCTT22;MEP;Deepskyblue;6
export_E12 HSC SC3_CF3.csv.2;134804,8281;59771,98047;2059,682861;139,186905;80,713814;40,75359;41,517773;137,445541;72,05275;-13,722156;366,566559;3,487475;198,247742;E12;SC3;CF;3;SLAM-HSC;48h;P+ILs;TT22;E12_TT22;E12CF48hSLAM-HSCTT22;MEP;Deepskyblue;6
export_E12 HSC SC3_CV3.csv;110640,1016;72003,42969;2333,597168;496,16738899999996;112,661819;90,21462199999999;2357,181396;106,15126000000001;22,341845000000003;-9,860334;144,401047;4,766196;202,960754;E12;SC3;CV;3;SLAM-HSC;48h;P+ILs;TT22;E12_TT22;E12CV48hSLAM-HSCTT22;CD16/32- ckit-;Violet;9
export_E2 MPP SC2_CV1.csv;90670,71875;66826,26563;7150,615723000001;56,61239200000001;589,876526;297,808838;9093,239258;116,628693;21,299204;147,536087;252,361206;5,524669;74,109291;E2;SC2;CV;1;MPP;48h;P;TT22;E2_TT22;E2CV48hMPPTT22;MPP;Limegreen;3
export_E3 ST-HSC SC2_CF2.csv.1;110000,0469;69940,83594;4443,666015999999;75,723625;66,026657;1378,0977779999998;26,642569;48,495621;34,905415000000005;13,127144;224,011902;3,5873769999999996;46,323788;E3;SC2;CF;2;ST-HSC;48h;P;TT22;E3_TT22;E3CF48hST-HSCTT22;GMP;aqua;5
export_E3 ST-HSC SC2_CF2.csv.2;129712,8672;80697,72656;4595,171875;19,024092;98,9366;1666,235107;19,785470999999998;-15,092986999999999;38,814869;30,211269;165,905945;3,506294;96,626228;E3;SC2;CF;2;ST-HSC;48h;P;TT22;E3_TT22;E3CF48hST-HSCTT22;GMP;aqua;5
export_E3 ST-HSC SC2_CF2.csv.3;88926,46094;48161,6875;4555,196289;10,503139;88,01284799999999;1392,7250980000001;56,033611;65,592422;34,496357;24,791760999999997;409,51498399999997;3,823295;162,162674;E3;SC2;CF;2;ST-HSC;48h;P;TT22;E3_TT22;E3CF48hST-HSCTT22;GMP;aqua;5
export_E3 ST-HSC SC2_Vi2.csv.1;148283,8438;100984,6016;0,907008;63,062656000000004;87,951187;3502,087646;9645,181641;90,740013;43,118484;67,603737;614,272217;2,787359;13,780609;E3;SC2;Vi;2;ST-HSC;48h;P;TT22;E3_TT22;E3Vi48hST-HSCTT22;GMP;aqua;5
export_E3 ST-HSC SC2_Vi2.csv.2;167710,2813;104025,8281;1,8513959999999998;97,0746;106,301071;2340,800781;9486,6875;138,500595;45,660145;14,525274;427,898804;3,001395;82,420525;E3;SC2;Vi;2;ST-HSC;48h;P;TT22;E3_TT22;E3Vi48hST-HSCTT22;GMP;aqua;5
export_E4 ST-HSC SC2_CF3.csv.1;99355,4375;63121,09766;1836,855469;88,62509200000001;110,50945300000001;130,68469199999998;24,550522;51,443233;16,195698;11,830032000000001;226,234406;3,290971;67,427223;E4;SC2;CF;3;ST-HSC;48h;P;TT22;E4_TT22;E4CF48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_CF3.csv.2;119635,2188;55464,67578;1888,1427;37,720698999999996;80,62548100000001;126,99771899999999;17,902480999999998;57,06168;15,398275;11,540733;312,39621;3,20245;80,881699;E4;SC2;CF;3;ST-HSC;48h;P;TT22;E4_TT22;E4CF48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_CV2.csv.1;77393,92188;88572,75;3744,0839840000003;49,380238;82,585396;447,22033700000003;3178,9221190000003;139,253647;52,291664000000004;49,285647999999995;331,18161000000003;5,003223;111,45813000000001;E4;SC2;CV;2;ST-HSC;48h;P;TT22;E4_TT22;E4CV48hST-HSCTT22;GMP;aqua;5
export_E4 ST-HSC SC2_CV2.csv.2;115788,6953;105454,7188;4584,687011999999;25,55068;86,490044;451,78842199999997;4141,07373;107,36731699999999;74,27986899999999;30,178266999999998;532,241821;5,146622;174,159882;E4;SC2;CV;2;ST-HSC;48h;P;TT22;E4_TT22;E4CV48hST-HSCTT22;GMP;aqua;5
export_E4 ST-HSC SC2_CV2.csv.3;140693,5;112357,9844;4539,875488000001;113,440895;81,33341999999999;560,716125;4066,112061;189,46196;59,178829;-28,045440999999997;472,9664;5,137996;197,838425;E4;SC2;CV;2;ST-HSC;48h;P;TT22;E4_TT22;E4CV48hST-HSCTT22;GMP;aqua;5
export_E4 ST-HSC SC2_VC2.csv;103531,8984;99390,0;2790,352783;106,04443400000001;90,609505;180,74610900000002;5796,012207;114,31308700000001;58,102118999999995;8,899398;340,403259;5,097383;135,527725;E4;SC2;VC;2;ST-HSC;48h;P;TT22;E4_TT22;E4VC48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_VC3.csv.1;108119,4453;100396,75;1594,536743;175,530182;90,993927;109,41953999999998;3659,371582;26,172157000000002;60,303447999999996;13,548441;418,229034;4,784314;28,137432;E4;SC2;VC;3;ST-HSC;48h;P;TT22;E4_TT22;E4VC48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_VC3.csv.2;82588,85156;50364,39063;1398,9609380000002;119,938538;74,29454;118,79558600000001;3177,8798829999996;69,21273000000001;38,262634000000006;35,047081;297,003357;4,700806;29,300987;E4;SC2;VC;3;ST-HSC;48h;P;TT22;E4_TT22;E4VC48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_VC3.csv.3;114884,2969;59587,30078;1689,9901120000002;77,157127;43,737460999999996;84,85301199999999;3936,012207;21,688437;51,080631;22,527124;390,949585;4,824548;38,32629;E4;SC2;VC;3;ST-HSC;48h;P;TT22;E4_TT22;E4VC48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_VC3.csv.4;102706,9141;66541,33594;1512,126221;118,49761200000002;94,25733199999999;93,360291;3538,7517090000006;101,15863;29,105877000000003;9,844389999999999;387,696014;4,757724;133,55071999999998;E4;SC2;VC;3;ST-HSC;48h;P;TT22;E4_TT22;E4VC48hST-HSCTT22;MEP;Deepskyblue;6
export_E4 ST-HSC SC2_Vi2.csv;70784,6875;54850,94141;1,0322930000000001;69,40065799999999;290,191742;90,82132;13208,78906;78,087967;33,471947;76,034164;371,073822;2,92365;56,90778;E4;SC2;Vi;2;ST-HSC;48h;P;TT22;E4_TT22;E4Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_E5 HSC SC2_VC3.csv;135274,0781;79200,125;1402,448486;766,285217;125,946533;203,148972;4550,873047;111,691299;57,160141;18,795614;215,746155;4,811849;157,25502;E5;SC2;VC;3;SLAM-HSC;48h;P;TT22;E5_TT22;E5VC48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_E6 HSC SC2_VC2.csv.1;161239,1875;112237,4375;2769,896729;512,778137;103,25829300000001;110,75045;8046,358887;57,957626;54,018223;1540,657593;369,874329;5,195865;129,953094;E6;SC2;VC;2;SLAM-HSC;48h;P;TT22;E6_TT22;E6VC48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E6 HSC SC2_VC2.csv.2;166253,6875;158308,2188;2812,549072;2245,1877440000003;54,536289000000004;76,99427800000001;8637,915039;106,14749099999999;45,34938;1026,3634029999998;281,07980299999997;5,222343;136,94041399999998;E6;SC2;VC;2;SLAM-HSC;48h;P;TT22;E6_TT22;E6VC48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E6 HSC SC2_VC2.csv.3;166557,7969;107573,7813;2613,947754;1245,907959;146,464447;83,606018;7485,102051000001;38,477657;17,652678;1471,1641849999999;289,029266;5,155865;159,48071299999998;E6;SC2;VC;2;SLAM-HSC;48h;P;TT22;E6_TT22;E6VC48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_E7 MPP SC3_VC5.csv.1;148767,3281;148310,625;506,33837900000003;43,876965000000006;84,292114;11067,03906;1136,6442869999998;322,20944199999997;60,922194999999995;141,138458;54,44078100000001;4,0729809999999995;77,267708;E7;SC3;VC;5;MPP;48h;P+ILs;TT22;E7_TT22;E7VC48hMPPTT22;MP;DarkViolet;8
export_E7 MPP SC3_VC5.csv.2;109844,0156;120656,4609;474,39425700000004;96,196556;90,010437;5990,592772999999;1079,409424;173,699875;71,619019;49,738232;57,817574;4,037103;114,19863899999999;E7;SC3;VC;5;MPP;48h;P+ILs;TT22;E7_TT22;E7VC48hMPPTT22;MP;DarkViolet;8
export_E7 MPP SC3_VC5.csv.3;125887,6875;114108,4922;431,81884800000006;208,491028;105,481903;13784,52441;1059,417236;-502,117889;33,075222;10,829349;49,62669;4,002485;140,524582;E7;SC3;VC;5;MPP;48h;P+ILs;TT22;E7_TT22;E7VC48hMPPTT22;MP;DarkViolet;8
export_E7 MPP SC3_VC5.csv.4;169442,8594;110595,8359;469,61148099999997;92,34674100000001;111,44468700000002;9746,350586;1097,4470210000002;33,661003;56,405411;-16,714491;61,501614000000004;4,0390809999999995;156,764923;E7;SC3;VC;5;MPP;48h;P+ILs;TT22;E7_TT22;E7VC48hMPPTT22;MP;DarkViolet;8
export_E7 MPP SC3_VC5.csv.5;130907,3125;137745,5;455,242035;-8,264207;107,40659299999999;5398,720215;1156,7052;144,254166;60,357765;440,858093;49,536625;4,045687;157,70784;E7;SC3;VC;5;MPP;48h;P+ILs;TT22;E7_TT22;E7VC48hMPPTT22;MP;DarkViolet;8
export_E8 MPP SC3_VC3.csv;122297,9063;79002,75;1920,459961;191,527222;1046,7905269999999;744,362122;6228,314453;2,951722;52,934891;1818,6146239999998;117,22845500000001;5,004743;75,60734599999999;E8;SC3;VC;3;MPP;48h;P+ILs;TT22;E8_TT22;E8VC48hMPPTT22;MPP;Limegreen;3
export_E9 ST-HSC SC3_CF1.csv.1;102840,5234;74659,375;6421,838867;451,60205099999996;76,171371;129,617783;63,697860999999996;71,767471;46,816757;1994,0758059999998;165,85690300000002;3,9681309999999996;106,369308;E9;SC3;CF;1;ST-HSC;48h;P+ILs;TT22;E9_TT22;E9CF48hST-HSCTT22;SLAM-HSC;Red;0
export_E9 ST-HSC SC3_CF1.csv.2;72731,23438;64435,53125;6097,503906;519,66626;111,12568700000001;86,560265;60,056385;70,222939;11,886922;1537,70459;210,97233599999998;3,934138;192,903168;E9;SC3;CF;1;ST-HSC;48h;P+ILs;TT22;E9_TT22;E9CF48hST-HSCTT22;SLAM-HSC;Red;0
export_E9 ST-HSC SC3_VC2.csv.1;91456,53906;100491,8516;2908,66333;74,99472800000001;119,659935;9252,234375;9082,032227;-365,09344500000003;35,650795;792,056824;169,613525;5,248059;46,077273999999996;E9;SC3;VC;2;ST-HSC;48h;P+ILs;TT22;E9_TT22;E9VC48hST-HSCTT22;ST-HSC;#deff19;2
export_E9 ST-HSC SC3_VC2.csv.2;98673,50781;116004,0391;2956,175293;18,849365;98,87376400000001;6853,84082;8931,635742;29,952749;53,903538;235,907791;174,41661100000002;5,247907;175,624786;E9;SC3;VC;2;ST-HSC;48h;P+ILs;TT22;E9_TT22;E9VC48hST-HSCTT22;ST-HSC;#deff19;2
export_F1 MPP SC2_CV1.csv.1;136713,1563;100668,1328;6742,773926000001;109,851097;187,010178;536,690247;6602,71875;133,38493300000002;48,316895;198,25885;397,295654;5,40835;14,397369;F1;SC2;CV;1;MPP;48h;P;TT22;F1_TT22;F1CV48hMPPTT22;ST-HSC;#deff19;2
export_F1 MPP SC2_CV1.csv.2;123733,4219;93602,125;6012,976074;69,984673;265,67114300000003;320,819885;6095,276855;-9,437141;45,27306;371,44577000000004;395,189972;5,3486139999999995;102,97287;F1;SC2;CV;1;MPP;48h;P;TT22;F1_TT22;F1CV48hMPPTT22;MPP;Limegreen;3
export_F11 HSC SC3_CF2.csv;143383,4219;92081,66406;4196,876465;658,9473879999999;71,368217;86,896957;46,18837;50,972183;29,017784000000002;1301,387085;207,461502;3,7387980000000005;4,20556;F11;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT22;F11_TT22;F11CF48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_F11 HSC SC3_CV3.csv;145366,0625;112298,9766;1687,199219;1026,657837;115,379623;287,818451;2040,241455;178,802673;65,55154399999999;-21,577663;873,701294;4,62225;159,061035;F11;SC3;CV;3;SLAM-HSC;48h;P+ILs;TT22;F11_TT22;F11CV48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_F11 HSC SC3_CV4.csv.1;117870,2344;74467,22656;908,649292;402,550537;55,796569999999996;62,02301800000001;1164,734009;176,55836499999998;53,494362;-13,674064999999999;369,931458;4,260052;49,473076;F11;SC3;CV;4;SLAM-HSC;48h;P+ILs;TT22;F11_TT22;F11CV48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_F11 HSC SC3_CV4.csv.2;120259,0703;82142,74219;820,483948;244,78340099999997;92,703926;177,803116;1098,542725;106,089928;40,950169;6,398664;438,7751769999999;4,2107410000000005;140,798721;F11;SC3;CV;4;SLAM-HSC;48h;P+ILs;TT22;F11_TT22;F11CV48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_F11 HSC SC3_VC1.csv;108556,0781;72933,47656;6314,179688;494,97988899999996;304,893829;187,075287;18195,81836;-15,193385999999999;54,195;4235,524902;354,491577;5,699485;119,070457;F11;SC3;VC;1;SLAM-HSC;48h;P+ILs;TT22;F11_TT22;F11VC48hSLAM-HSCTT22;SLAM+ Flt3+;seagreen;4
export_F12 HSC SC3_CF0.csv;120605,8984;92131,60938;17101,55469;4175,481445;266,95816;355,707703;220,61654700000003;-300,469452;-41,322994;14124,956059999999;300,213989;4,650411;149,556534;F12;SC3;CF;0;SLAM-HSC;48h;P+ILs;TT22;F12_TT22;F12CF48hSLAM-HSCTT22;SLAM+ Flt3+;seagreen;4
export_F12 HSC SC3_VC1.csv;162423,9063;146345,9219;5363,820313;982,599243;232,46108999999998;313,916565;19187,00195;-413,44860800000004;-6,505946;12231,717770000001;472,56771900000007;5,66568;91,816422;F12;SC3;VC;1;SLAM-HSC;48h;P+ILs;TT22;F12_TT22;F12VC48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_F3 ST-HSC SC2_CV1.csv;113180,6719;64247,984379999994;6656,318359000001;101,034309;329,89856000000003;99,786301;7642,970703;52,383427000000005;43,469509;391,080933;407,761902;5,4493160000000005;65,60494200000001;F3;SC2;CV;1;ST-HSC;48h;P;TT22;F3_TT22;F3CV48hST-HSCTT22;MPP;Limegreen;3
export_F3 ST-HSC SC2_CV2.csv;118166,5;61002,46875;4226,289551;9,790909;105,33801299999999;98,487053;4603,062011999999;80,535088;29,459627;297,042145;231,31117200000003;5,154106;69,746666;F3;SC2;CV;2;ST-HSC;48h;P;TT22;F3_TT22;F3CV48hST-HSCTT22;ST-HSC;#deff19;2
export_F4 ST-HSC SC2_CV1.csv.1;115046,5;68913,92188;6001,304199;27,782128999999998;166,658173;284,716187;8464,0;66,611221;61,946842000000004;15,836727;567,948425;5,4488389999999995;86,53227199999999;F4;SC2;CV;1;ST-HSC;48h;P;TT22;F4_TT22;F4CV48hST-HSCTT22;MEP;Deepskyblue;6
export_F4 ST-HSC SC2_CV1.csv.2;98099,89063;63021,38672;5876,32373;68,88752;136,637329;325,175751;8129,367187999999;94,96682;44,526947;7,920382000000001;459,868042;5,429988;193,175278;F4;SC2;CV;1;ST-HSC;48h;P;TT22;F4_TT22;F4CV48hST-HSCTT22;GMP;aqua;5
export_F4 ST-HSC SC2_VC1.csv;116990,8438;71649,0;4483,415039;19,951014;177,017548;83,981087;13828,082030000001;99,86125899999999;59,43141899999999;246,87065099999998;525,850403;5,510038;38,342587;F4;SC2;VC;1;ST-HSC;48h;P;TT22;F4_TT22;F4VC48hST-HSCTT22;ST-HSC;#deff19;2
export_F5 HSC SC2_CF1.csv.1;114138,5156;85607,36719;8837,110352;-124,795753;193,889359;151,300919;151,95146200000002;-242,06326299999998;84,1782;4354,128906;533,517395;4,3331610000000005;125,367073;F5;SC2;CF;1;SLAM-HSC;48h;P;TT22;F5_TT22;F5CF48hSLAM-HSCTT22;ST-HSC;#deff19;2
export_F5 HSC SC2_CF1.csv.2;129970,0469;94387,57813;9094,483398;324,297974;170,495499;139,542068;185,588425;-18,173294;82,233299;2805,0830079999996;488,196625;4,403387;167,00190700000002;F5;SC2;CF;1;SLAM-HSC;48h;P;TT22;F5_TT22;F5CF48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_F5 HSC SC2_VC2.csv.1;122238,8438;75059,96875;3080,240234;778,607605;80,98464200000001;106,639923;10178,35254;101,352242;41,895245;-4,906224;76,830917;5,300658;41,673805;F5;SC2;VC;2;SLAM-HSC;48h;P;TT22;F5_TT22;F5VC48hSLAM-HSCTT22;CD16/32- ckit-;Violet;9
export_F5 HSC SC2_VC2.csv.2;99659,64844;49600,02344;2857,397461;527,517883;72,14664499999999;43,354271000000004;9678,024414;49,571281;5,42565;12,165677;266,192078;5,262117;61,782951000000004;F5;SC2;VC;2;SLAM-HSC;48h;P;TT22;F5_TT22;F5VC48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_F5 HSC SC2_VC2.csv.3;91406,25781;54830,66797;2914,09668;1038,5313720000001;105,47446399999998;137,49848899999998;9743,957031;110,67519399999999;19,777185;4,946764;140,811691;5,270236;114,36016799999999;F5;SC2;VC;2;SLAM-HSC;48h;P;TT22;F5_TT22;F5VC48hSLAM-HSCTT22;CD16/32- ckit-;Violet;9
